Time (s),Speed (m/s)
362.42,14.4814
362.44,14.4877
362.46,14.4939
362.48,14.5002
362.5,14.5064
362.52,14.5127
362.54,14.519
362.56,14.5252
362.58,14.5315
362.6,14.5377
362.62,14.544
362.64,14.5503
362.66,14.5565
362.68,14.5628
362.7,14.569
362.72,14.5753
362.74,14.5816
362.76,14.5878
362.78,14.5941
362.8,14.6003
362.82,14.6066
362.84,14.6128
362.86,14.6191
362.88,14.6254
362.9,14.6316
362.92,14.6379
362.94,14.6441
362.96,14.6504
362.98,14.6567
363,14.6629
363.02,14.6701
363.04,14.6772
363.06,14.6844
363.08,14.6915
363.1,14.6987
363.12,14.7058
363.14,14.713
363.16,14.7201
363.18,14.7273
363.2,14.7344
363.22,14.7416
363.24,14.7487
363.26,14.7559
363.28,14.763
363.3,14.7702
363.32,14.7774
363.34,14.7845
363.36,14.7917
363.38,14.7988
363.4,14.806
363.42,14.8131
363.44,14.8203
363.46,14.8274
363.48,14.8346
363.5,14.8417
363.52,14.8489
363.54,14.856
363.56,14.8632
363.58,14.8703
363.6,14.8775
363.62,14.8846
363.64,14.8918
363.66,14.8989
363.68,14.9061
363.7,14.9133
363.72,14.9204
363.74,14.9276
363.76,14.9347
363.78,14.9419
363.8,14.949
363.82,14.9562
363.84,14.9633
363.86,14.9705
363.88,14.9776
363.9,14.9848
363.92,14.9919
363.94,14.9991
363.96,15.0062
363.98,15.0134
364,15.0205
364.02,15.0286
364.04,15.0366
364.06,15.0447
364.08,15.0527
364.1,15.0608
364.12,15.0688
364.14,15.0769
364.16,15.0849
364.18,15.093
364.2,15.101
364.22,15.1091
364.24,15.1171
364.26,15.1252
364.28,15.1332
364.3,15.1412
364.32,15.1493
364.34,15.1573
364.36,15.1654
364.38,15.1734
364.4,15.1815
364.42,15.1895
364.44,15.1976
364.46,15.2056
364.48,15.2137
364.5,15.2217
364.52,15.2298
364.54,15.2378
364.56,15.2459
364.58,15.2539
364.6,15.2619
364.62,15.27
364.64,15.278
364.66,15.2861
364.68,15.2941
364.7,15.3022
364.72,15.3102
364.74,15.3183
364.76,15.3263
364.78,15.3344
364.8,15.3424
364.82,15.3505
364.84,15.3585
364.86,15.3666
364.88,15.3746
364.9,15.3826
364.92,15.3907
364.94,15.3987
364.96,15.4068
364.98,15.4148
365,15.4229
365.02,15.4238
365.04,15.4247
365.06,15.4256
365.08,15.4265
365.1,15.4274
365.12,15.4282
365.14,15.4291
365.16,15.43
365.18,15.4309
365.2,15.4318
365.22,15.4327
365.24,15.4336
365.26,15.4345
365.28,15.4354
365.3,15.4363
365.32,15.4372
365.34,15.4381
365.36,15.439
365.38,15.4399
365.4,15.4408
365.42,15.4417
365.44,15.4425
365.46,15.4434
365.48,15.4443
365.5,15.4452
365.52,15.4461
365.54,15.447
365.56,15.4479
365.58,15.4488
365.6,15.4497
365.62,15.4506
365.64,15.4515
365.66,15.4524
365.68,15.4533
365.7,15.4542
365.72,15.4551
365.74,15.456
365.76,15.4569
365.78,15.4577
365.8,15.4586
365.82,15.4595
365.84,15.4604
365.86,15.4613
365.88,15.4622
365.9,15.4631
365.92,15.464
365.94,15.4649
365.96,15.4658
365.98,15.4667
366,15.4676
366.02,15.4703
366.04,15.4729
366.06,15.4756
366.08,15.4783
366.1,15.481
366.12,15.4837
366.14,15.4864
366.16,15.489
366.18,15.4917
366.2,15.4944
366.22,15.4971
366.24,15.4998
366.26,15.5025
366.28,15.5051
366.3,15.5078
366.32,15.5105
366.34,15.5132
366.36,15.5159
366.38,15.5185
366.4,15.5212
366.42,15.5239
366.44,15.5266
366.46,15.5293
366.48,15.532
366.5,15.5346
366.52,15.5373
366.54,15.54
366.56,15.5427
366.58,15.5454
366.6,15.5481
366.62,15.5507
366.64,15.5534
366.66,15.5561
366.68,15.5588
366.7,15.5615
366.72,15.5641
366.74,15.5668
366.76,15.5695
366.78,15.5722
366.8,15.5749
366.82,15.5776
366.84,15.5802
366.86,15.5829
366.88,15.5856
366.9,15.5883
366.92,15.591
366.94,15.5936
366.96,15.5963
366.98,15.599
367,15.6017
367.02,15.6008
367.04,15.5999
367.06,15.599
367.08,15.5981
367.1,15.5972
367.12,15.5963
367.14,15.5954
367.16,15.5945
367.18,15.5936
367.2,15.5928
367.22,15.5919
367.24,15.591
367.26,15.5901
367.28,15.5892
367.3,15.5883
367.32,15.5874
367.34,15.5865
367.36,15.5856
367.38,15.5847
367.4,15.5838
367.42,15.5829
367.44,15.582
367.46,15.5811
367.48,15.5802
367.5,15.5793
367.52,15.5784
367.54,15.5776
367.56,15.5767
367.58,15.5758
367.6,15.5749
367.62,15.574
367.64,15.5731
367.66,15.5722
367.68,15.5713
367.7,15.5704
367.72,15.5695
367.74,15.5686
367.76,15.5677
367.78,15.5668
367.8,15.5659
367.82,15.565
367.84,15.5641
367.86,15.5633
367.88,15.5624
367.9,15.5615
367.92,15.5606
367.94,15.5597
367.96,15.5588
367.98,15.5579
368,15.557
368.02,15.5543
368.04,15.5516
368.06,15.5489
368.08,15.5463
368.1,15.5436
368.12,15.5409
368.14,15.5382
368.16,15.5355
368.18,15.5329
368.2,15.5302
368.22,15.5275
368.24,15.5248
368.26,15.5221
368.28,15.5194
368.3,15.5168
368.32,15.5141
368.34,15.5114
368.36,15.5087
368.38,15.506
368.4,15.5033
368.42,15.5007
368.44,15.498
368.46,15.4953
368.48,15.4926
368.5,15.4899
368.52,15.4873
368.54,15.4846
368.56,15.4819
368.58,15.4792
368.6,15.4765
368.62,15.4738
368.64,15.4712
368.66,15.4685
368.68,15.4658
368.7,15.4631
368.72,15.4604
368.74,15.4577
368.76,15.4551
368.78,15.4524
368.8,15.4497
368.82,15.447
368.84,15.4443
368.86,15.4417
368.88,15.439
368.9,15.4363
368.92,15.4336
368.94,15.4309
368.96,15.4282
368.98,15.4256
369,15.4229
369.02,15.4247
369.04,15.4265
369.06,15.4282
369.08,15.43
369.1,15.4318
369.12,15.4336
369.14,15.4354
369.16,15.4372
369.18,15.439
369.2,15.4408
369.22,15.4425
369.24,15.4443
369.26,15.4461
369.28,15.4479
369.3,15.4497
369.32,15.4515
369.34,15.4533
369.36,15.4551
369.38,15.4569
369.4,15.4586
369.42,15.4604
369.44,15.4622
369.46,15.464
369.48,15.4658
369.5,15.4676
369.52,15.4694
369.54,15.4712
369.56,15.4729
369.58,15.4747
369.6,15.4765
369.62,15.4783
369.64,15.4801
369.66,15.4819
369.68,15.4837
369.7,15.4855
369.72,15.4873
369.74,15.489
369.76,15.4908
369.78,15.4926
369.8,15.4944
369.82,15.4962
369.84,15.498
369.86,15.4998
369.88,15.5016
369.9,15.5033
369.92,15.5051
369.94,15.5069
369.96,15.5087
369.98,15.5105
370,15.5123
370.02,15.5194
370.04,15.5266
370.06,15.5337
370.08,15.5409
370.1,15.5481
370.12,15.5552
370.14,15.5624
370.16,15.5695
370.18,15.5767
370.2,15.5838
370.22,15.591
370.24,15.5981
370.26,15.6053
370.28,15.6124
370.3,15.6196
370.32,15.6267
370.34,15.6339
370.36,15.641
370.38,15.6482
370.4,15.6553
370.42,15.6625
370.44,15.6696
370.46,15.6768
370.48,15.684
370.5,15.6911
370.52,15.6983
370.54,15.7054
370.56,15.7126
370.58,15.7197
370.6,15.7269
370.62,15.734
370.64,15.7412
370.66,15.7483
370.68,15.7555
370.7,15.7626
370.72,15.7698
370.74,15.7769
370.76,15.7841
370.78,15.7912
370.8,15.7984
370.82,15.8055
370.84,15.8127
370.86,15.8199
370.88,15.827
370.9,15.8342
370.92,15.8413
370.94,15.8485
370.96,15.8556
370.98,15.8628
371,15.8699
371.02,15.8744
371.04,15.8789
371.06,15.8833
371.08,15.8878
371.1,15.8923
371.12,15.8967
371.14,15.9012
371.16,15.9057
371.18,15.9102
371.2,15.9146
371.22,15.9191
371.24,15.9236
371.26,15.928
371.28,15.9325
371.3,15.937
371.32,15.9414
371.34,15.9459
371.36,15.9504
371.38,15.9549
371.4,15.9593
371.42,15.9638
371.44,15.9683
371.46,15.9727
371.48,15.9772
371.5,15.9817
371.52,15.9862
371.54,15.9906
371.56,15.9951
371.58,15.9996
371.6,16.004
371.62,16.0085
371.64,16.013
371.66,16.0174
371.68,16.0219
371.7,16.0264
371.72,16.0309
371.74,16.0353
371.76,16.0398
371.78,16.0443
371.8,16.0487
371.82,16.0532
371.84,16.0577
371.86,16.0621
371.88,16.0666
371.9,16.0711
371.92,16.0756
371.94,16.08
371.96,16.0845
371.98,16.089
372,16.0934
372.02,16.0934
372.04,16.0934
372.06,16.0934
372.08,16.0934
372.1,16.0934
372.12,16.0934
372.14,16.0934
372.16,16.0934
372.18,16.0934
372.2,16.0934
372.22,16.0934
372.24,16.0934
372.26,16.0934
372.28,16.0934
372.3,16.0934
372.32,16.0934
372.34,16.0934
372.36,16.0934
372.38,16.0934
372.4,16.0934
372.42,16.0934
372.44,16.0934
372.46,16.0934
372.48,16.0934
372.5,16.0934
372.52,16.0934
372.54,16.0934
372.56,16.0934
372.58,16.0934
372.6,16.0934
372.62,16.0934
372.64,16.0934
372.66,16.0934
372.68,16.0934
372.7,16.0934
372.72,16.0934
372.74,16.0934
372.76,16.0934
372.78,16.0934
372.8,16.0934
372.82,16.0934
372.84,16.0934
372.86,16.0934
372.88,16.0934
372.9,16.0934
372.92,16.0934
372.94,16.0934
372.96,16.0934
372.98,16.0934
373,16.0934
373.02,16.0934
373.04,16.0934
373.06,16.0934
373.08,16.0934
373.1,16.0934
373.12,16.0934
373.14,16.0934
373.16,16.0934
373.18,16.0934
373.2,16.0934
373.22,16.0934
373.24,16.0934
373.26,16.0934
373.28,16.0934
373.3,16.0934
373.32,16.0934
373.34,16.0934
373.36,16.0934
373.38,16.0934
373.4,16.0934
373.42,16.0934
373.44,16.0934
373.46,16.0934
373.48,16.0934
373.5,16.0934
373.52,16.0934
373.54,16.0934
373.56,16.0934
373.58,16.0934
373.6,16.0934
373.62,16.0934
373.64,16.0934
373.66,16.0934
373.68,16.0934
373.7,16.0934
373.72,16.0934
373.74,16.0934
373.76,16.0934
373.78,16.0934
373.8,16.0934
373.82,16.0934
373.84,16.0934
373.86,16.0934
373.88,16.0934
373.9,16.0934
373.92,16.0934
373.94,16.0934
373.96,16.0934
373.98,16.0934
374,16.0934
374.02,16.0934
374.04,16.0934
374.06,16.0934
374.08,16.0934
374.1,16.0934
374.12,16.0934
374.14,16.0934
374.16,16.0934
374.18,16.0934
374.2,16.0934
374.22,16.0934
374.24,16.0934
374.26,16.0934
374.28,16.0934
374.3,16.0934
374.32,16.0934
374.34,16.0934
374.36,16.0934
374.38,16.0934
374.4,16.0934
374.42,16.0934
374.44,16.0934
374.46,16.0934
374.48,16.0934
374.5,16.0934
374.52,16.0934
374.54,16.0934
374.56,16.0934
374.58,16.0934
374.6,16.0934
374.62,16.0934
374.64,16.0934
374.66,16.0934
374.68,16.0934
374.7,16.0934
374.72,16.0934
374.74,16.0934
374.76,16.0934
374.78,16.0934
374.8,16.0934
374.82,16.0934
374.84,16.0934
374.86,16.0934
374.88,16.0934
374.9,16.0934
374.92,16.0934
374.94,16.0934
374.96,16.0934
374.98,16.0934
375,16.0934
375.02,16.0934
375.04,16.0934
375.06,16.0934
375.08,16.0934
375.1,16.0934
375.12,16.0934
375.14,16.0934
375.16,16.0934
375.18,16.0934
375.2,16.0934
375.22,16.0934
375.24,16.0934
375.26,16.0934
375.28,16.0934
375.3,16.0934
375.32,16.0934
375.34,16.0934
375.36,16.0934
375.38,16.0934
375.4,16.0934
375.42,16.0934
375.44,16.0934
375.46,16.0934
375.48,16.0934
375.5,16.0934
375.52,16.0934
375.54,16.0934
375.56,16.0934
375.58,16.0934
375.6,16.0934
375.62,16.0934
375.64,16.0934
375.66,16.0934
375.68,16.0934
375.7,16.0934
375.72,16.0934
375.74,16.0934
375.76,16.0934
375.78,16.0934
375.8,16.0934
375.82,16.0934
375.84,16.0934
375.86,16.0934
375.88,16.0934
375.9,16.0934
375.92,16.0934
375.94,16.0934
375.96,16.0934
375.98,16.0934
376,16.0934
376.02,16.0934
376.04,16.0934
376.06,16.0934
376.08,16.0934
376.1,16.0934
376.12,16.0934
376.14,16.0934
376.16,16.0934
376.18,16.0934
376.2,16.0934
376.22,16.0934
376.24,16.0934
376.26,16.0934
376.28,16.0934
376.3,16.0934
376.32,16.0934
376.34,16.0934
376.36,16.0934
376.38,16.0934
376.4,16.0934
376.42,16.0934
376.44,16.0934
376.46,16.0934
376.48,16.0934
376.5,16.0934
376.52,16.0934
376.54,16.0934
376.56,16.0934
376.58,16.0934
376.6,16.0934
376.62,16.0934
376.64,16.0934
376.66,16.0934
376.68,16.0934
376.7,16.0934
376.72,16.0934
376.74,16.0934
376.76,16.0934
376.78,16.0934
376.8,16.0934
376.82,16.0934
376.84,16.0934
376.86,16.0934
376.88,16.0934
376.9,16.0934
376.92,16.0934
376.94,16.0934
376.96,16.0934
376.98,16.0934
377,16.0934
377.02,16.0943
377.04,16.0952
377.06,16.0961
377.08,16.097
377.1,16.0979
377.12,16.0988
377.14,16.0997
377.16,16.1006
377.18,16.1015
377.2,16.1024
377.22,16.1033
377.24,16.1042
377.26,16.1051
377.28,16.106
377.3,16.1069
377.32,16.1077
377.34,16.1086
377.36,16.1095
377.38,16.1104
377.4,16.1113
377.42,16.1122
377.44,16.1131
377.46,16.114
377.48,16.1149
377.5,16.1158
377.52,16.1167
377.54,16.1176
377.56,16.1185
377.58,16.1194
377.6,16.1203
377.62,16.1212
377.64,16.1221
377.66,16.1229
377.68,16.1238
377.7,16.1247
377.72,16.1256
377.74,16.1265
377.76,16.1274
377.78,16.1283
377.8,16.1292
377.82,16.1301
377.84,16.131
377.86,16.1319
377.88,16.1328
377.9,16.1337
377.92,16.1346
377.94,16.1355
377.96,16.1364
377.98,16.1372
378,16.1381
378.02,16.1408
378.04,16.1435
378.06,16.1462
378.08,16.1489
378.1,16.1516
378.12,16.1542
378.14,16.1569
378.16,16.1596
378.18,16.1623
378.2,16.165
378.22,16.1676
378.24,16.1703
378.26,16.173
378.28,16.1757
378.3,16.1784
378.32,16.1811
378.34,16.1837
378.36,16.1864
378.38,16.1891
378.4,16.1918
378.42,16.1945
378.44,16.1972
378.46,16.1998
378.48,16.2025
378.5,16.2052
378.52,16.2079
378.54,16.2106
378.56,16.2132
378.58,16.2159
378.6,16.2186
378.62,16.2213
378.64,16.224
378.66,16.2267
378.68,16.2293
378.7,16.232
378.72,16.2347
378.74,16.2374
378.76,16.2401
378.78,16.2428
378.8,16.2454
378.82,16.2481
378.84,16.2508
378.86,16.2535
378.88,16.2562
378.9,16.2588
378.92,16.2615
378.94,16.2642
378.96,16.2669
378.98,16.2696
379,16.2723
379.02,16.2732
379.04,16.274
379.06,16.2749
379.08,16.2758
379.1,16.2767
379.12,16.2776
379.14,16.2785
379.16,16.2794
379.18,16.2803
379.2,16.2812
379.22,16.2821
379.24,16.283
379.26,16.2839
379.28,16.2848
379.3,16.2857
379.32,16.2866
379.34,16.2875
379.36,16.2883
379.38,16.2892
379.4,16.2901
379.42,16.291
379.44,16.2919
379.46,16.2928
379.48,16.2937
379.5,16.2946
379.52,16.2955
379.54,16.2964
379.56,16.2973
379.58,16.2982
379.6,16.2991
379.62,16.3
379.64,16.3009
379.66,16.3018
379.68,16.3027
379.7,16.3035
379.72,16.3044
379.74,16.3053
379.76,16.3062
379.78,16.3071
379.8,16.308
379.82,16.3089
379.84,16.3098
379.86,16.3107
379.88,16.3116
379.9,16.3125
379.92,16.3134
379.94,16.3143
379.96,16.3152
379.98,16.3161
380,16.317
380.02,16.3161
380.04,16.3152
380.06,16.3143
380.08,16.3134
380.1,16.3125
380.12,16.3116
380.14,16.3107
380.16,16.3098
380.18,16.3089
380.2,16.308
380.22,16.3071
380.24,16.3062
380.26,16.3053
380.28,16.3044
380.3,16.3035
380.32,16.3027
380.34,16.3018
380.36,16.3009
380.38,16.3
380.4,16.2991
380.42,16.2982
380.44,16.2973
380.46,16.2964
380.48,16.2955
380.5,16.2946
380.52,16.2937
380.54,16.2928
380.56,16.2919
380.58,16.291
380.6,16.2901
380.62,16.2892
380.64,16.2883
380.66,16.2875
380.68,16.2866
380.7,16.2857
380.72,16.2848
380.74,16.2839
380.76,16.283
380.78,16.2821
380.8,16.2812
380.82,16.2803
380.84,16.2794
380.86,16.2785
380.88,16.2776
380.9,16.2767
380.92,16.2758
380.94,16.2749
380.96,16.274
380.98,16.2732
381,16.2723
381.02,16.2687
381.04,16.2651
381.06,16.2615
381.08,16.258
381.1,16.2544
381.12,16.2508
381.14,16.2472
381.16,16.2436
381.18,16.2401
381.2,16.2365
381.22,16.2329
381.24,16.2293
381.26,16.2258
381.28,16.2222
381.3,16.2186
381.32,16.215
381.34,16.2115
381.36,16.2079
381.38,16.2043
381.4,16.2007
381.42,16.1972
381.44,16.1936
381.46,16.19
381.48,16.1864
381.5,16.1828
381.52,16.1793
381.54,16.1757
381.56,16.1721
381.58,16.1685
381.6,16.165
381.62,16.1614
381.64,16.1578
381.66,16.1542
381.68,16.1507
381.7,16.1471
381.72,16.1435
381.74,16.1399
381.76,16.1364
381.78,16.1328
381.8,16.1292
381.82,16.1256
381.84,16.1221
381.86,16.1185
381.88,16.1149
381.9,16.1113
381.92,16.1077
381.94,16.1042
381.96,16.1006
381.98,16.097
382,16.0934
382.02,16.0854
382.04,16.0773
382.06,16.0693
382.08,16.0613
382.1,16.0532
382.12,16.0452
382.14,16.0371
382.16,16.0291
382.18,16.021
382.2,16.013
382.22,16.0049
382.24,15.9969
382.26,15.9888
382.28,15.9808
382.3,15.9727
382.32,15.9647
382.34,15.9566
382.36,15.9486
382.38,15.9406
382.4,15.9325
382.42,15.9245
382.44,15.9164
382.46,15.9084
382.48,15.9003
382.5,15.8923
382.52,15.8842
382.54,15.8762
382.56,15.8681
382.58,15.8601
382.6,15.852
382.62,15.844
382.64,15.8359
382.66,15.8279
382.68,15.8199
382.7,15.8118
382.72,15.8038
382.74,15.7957
382.76,15.7877
382.78,15.7796
382.8,15.7716
382.82,15.7635
382.84,15.7555
382.86,15.7474
382.88,15.7394
382.9,15.7313
382.92,15.7233
382.94,15.7152
382.96,15.7072
382.98,15.6992
383,15.6911
383.02,15.6822
383.04,15.6732
383.06,15.6643
383.08,15.6553
383.1,15.6464
383.12,15.6375
383.14,15.6285
383.16,15.6196
383.18,15.6106
383.2,15.6017
383.22,15.5928
383.24,15.5838
383.26,15.5749
383.28,15.5659
383.3,15.557
383.32,15.5481
383.34,15.5391
383.36,15.5302
383.38,15.5212
383.4,15.5123
383.42,15.5033
383.44,15.4944
383.46,15.4855
383.48,15.4765
383.5,15.4676
383.52,15.4586
383.54,15.4497
383.56,15.4408
383.58,15.4318
383.6,15.4229
383.62,15.4139
383.64,15.405
383.66,15.3961
383.68,15.3871
383.7,15.3782
383.72,15.3692
383.74,15.3603
383.76,15.3514
383.78,15.3424
383.8,15.3335
383.82,15.3245
383.84,15.3156
383.86,15.3066
383.88,15.2977
383.9,15.2888
383.92,15.2798
383.94,15.2709
383.96,15.2619
383.98,15.253
384,15.2441
384.02,15.2387
384.04,15.2333
384.06,15.228
384.08,15.2226
384.1,15.2172
384.12,15.2119
384.14,15.2065
384.16,15.2011
384.18,15.1958
384.2,15.1904
384.22,15.1851
384.24,15.1797
384.26,15.1743
384.28,15.169
384.3,15.1636
384.32,15.1582
384.34,15.1529
384.36,15.1475
384.38,15.1421
384.4,15.1368
384.42,15.1314
384.44,15.126
384.46,15.1207
384.48,15.1153
384.5,15.11
384.52,15.1046
384.54,15.0992
384.56,15.0939
384.58,15.0885
384.6,15.0831
384.62,15.0778
384.64,15.0724
384.66,15.067
384.68,15.0617
384.7,15.0563
384.72,15.0509
384.74,15.0456
384.76,15.0402
384.78,15.0348
384.8,15.0295
384.82,15.0241
384.84,15.0188
384.86,15.0134
384.88,15.008
384.9,15.0027
384.92,14.9973
384.94,14.9919
384.96,14.9866
384.98,14.9812
385,14.9758
385.02,14.9571
385.04,14.9383
385.06,14.9195
385.08,14.9007
385.1,14.882
385.12,14.8632
385.14,14.8444
385.16,14.8256
385.18,14.8069
385.2,14.7881
385.22,14.7693
385.24,14.7505
385.26,14.7318
385.28,14.713
385.3,14.6942
385.32,14.6754
385.34,14.6567
385.36,14.6379
385.38,14.6191
385.4,14.6003
385.42,14.5816
385.44,14.5628
385.46,14.544
385.48,14.5252
385.5,14.5064
385.52,14.4877
385.54,14.4689
385.56,14.4501
385.58,14.4313
385.6,14.4126
385.62,14.3938
385.64,14.375
385.66,14.3562
385.68,14.3375
385.7,14.3187
385.72,14.2999
385.74,14.2811
385.76,14.2624
385.78,14.2436
385.8,14.2248
385.82,14.206
385.84,14.1873
385.86,14.1685
385.88,14.1497
385.9,14.1309
385.92,14.1122
385.94,14.0934
385.96,14.0746
385.98,14.0558
386,14.0371
386.02,14.0156
386.04,13.9941
386.06,13.9727
386.08,13.9512
386.1,13.9298
386.12,13.9083
386.14,13.8869
386.16,13.8654
386.18,13.8439
386.2,13.8225
386.22,13.801
386.24,13.7796
386.26,13.7581
386.28,13.7366
386.3,13.7152
386.32,13.6937
386.34,13.6723
386.36,13.6508
386.38,13.6294
386.4,13.6079
386.42,13.5864
386.44,13.565
386.46,13.5435
386.48,13.5221
386.5,13.5006
386.52,13.4792
386.54,13.4577
386.56,13.4362
386.58,13.4148
386.6,13.3933
386.62,13.3719
386.64,13.3504
386.66,13.3289
386.68,13.3075
386.7,13.286
386.72,13.2646
386.74,13.2431
386.76,13.2217
386.78,13.2002
386.8,13.1787
386.82,13.1573
386.84,13.1358
386.86,13.1144
386.88,13.0929
386.9,13.0714
386.92,13.05
386.94,13.0285
386.96,13.0071
386.98,12.9856
387,12.9642
387.02,12.9347
387.04,12.9052
387.06,12.8756
387.08,12.8461
387.1,12.8166
387.12,12.7871
387.14,12.7576
387.16,12.7281
387.18,12.6986
387.2,12.6691
387.22,12.6396
387.24,12.6101
387.26,12.5806
387.28,12.5511
387.3,12.5216
387.32,12.4921
387.34,12.4626
387.36,12.4331
387.38,12.4036
387.4,12.3741
387.42,12.3446
387.44,12.3151
387.46,12.2856
387.48,12.256
387.5,12.2265
387.52,12.197
387.54,12.1675
387.56,12.138
387.58,12.1085
387.6,12.079
387.62,12.0495
387.64,12.02
387.66,11.9905
387.68,11.961
387.7,11.9315
387.72,11.902
387.74,11.8725
387.76,11.843
387.78,11.8135
387.8,11.784
387.82,11.7545
387.84,11.725
387.86,11.6955
387.88,11.666
387.9,11.6365
387.92,11.6069
387.94,11.5774
387.96,11.5479
387.98,11.5184
388,11.4889
388.02,11.4648
388.04,11.4406
388.06,11.4165
388.08,11.3924
388.1,11.3682
388.12,11.3441
388.14,11.3199
388.16,11.2958
388.18,11.2717
388.2,11.2475
388.22,11.2234
388.24,11.1992
388.26,11.1751
388.28,11.151
388.3,11.1268
388.32,11.1027
388.34,11.0785
388.36,11.0544
388.38,11.0303
388.4,11.0061
388.42,10.982
388.44,10.9578
388.46,10.9337
388.48,10.9096
388.5,10.8854
388.52,10.8613
388.54,10.8371
388.56,10.813
388.58,10.7889
388.6,10.7647
388.62,10.7406
388.64,10.7164
388.66,10.6923
388.68,10.6682
388.7,10.644
388.72,10.6199
388.74,10.5957
388.76,10.5716
388.78,10.5475
388.8,10.5233
388.82,10.4992
388.84,10.475
388.86,10.4509
388.88,10.4268
388.9,10.4026
388.92,10.3785
388.94,10.3543
388.96,10.3302
388.98,10.3061
389,10.2819
389.02,10.2578
389.04,10.2336
389.06,10.2095
389.08,10.1854
389.1,10.1612
389.12,10.1371
389.14,10.1129
389.16,10.0888
389.18,10.0647
389.2,10.0405
389.22,10.0164
389.24,9.9922
389.26,9.9681
389.28,9.944
389.3,9.9198
389.32,9.8957
389.34,9.8715
389.36,9.8474
389.38,9.8233
389.4,9.7991
389.42,9.775
389.44,9.7508
389.46,9.7267
389.48,9.7026
389.5,9.6784
389.52,9.6543
389.54,9.6301
389.56,9.606
389.58,9.5819
389.6,9.5577
389.62,9.5336
389.64,9.5094
389.66,9.4853
389.68,9.4612
389.7,9.437
389.72,9.4129
389.74,9.3887
389.76,9.3646
389.78,9.3405
389.8,9.3163
389.82,9.2922
389.84,9.268
389.86,9.2439
389.88,9.2198
389.9,9.1956
389.92,9.1715
389.94,9.1473
389.96,9.1232
389.98,9.0991
390,9.0749
390.02,9.0499
390.04,9.0248
390.06,8.9998
390.08,8.9748
390.1,8.9497
390.12,8.9247
390.14,8.8997
390.16,8.8746
390.18,8.8496
390.2,8.8246
390.22,8.7995
390.24,8.7745
390.26,8.7495
390.28,8.7244
390.3,8.6994
390.32,8.6744
390.34,8.6493
390.36,8.6243
390.38,8.5993
390.4,8.5742
390.42,8.5492
390.44,8.5242
390.46,8.4991
390.48,8.4741
390.5,8.4491
390.52,8.424
390.54,8.399
390.56,8.374
390.58,8.3489
390.6,8.3239
390.62,8.2989
390.64,8.2738
390.66,8.2488
390.68,8.2237
390.7,8.1987
390.72,8.1737
390.74,8.1486
390.76,8.1236
390.78,8.0986
390.8,8.0735
390.82,8.0485
390.84,8.0235
390.86,7.9984
390.88,7.9734
390.9,7.9484
390.92,7.9233
390.94,7.8983
390.96,7.8733
390.98,7.8482
391,7.8232
391.02,7.7964
391.04,7.7696
391.06,7.7427
391.08,7.7159
391.1,7.6891
391.12,7.6623
391.14,7.6354
391.16,7.6086
391.18,7.5818
391.2,7.555
391.22,7.5282
391.24,7.5013
391.26,7.4745
391.28,7.4477
391.3,7.4209
391.32,7.394
391.34,7.3672
391.36,7.3404
391.38,7.3136
391.4,7.2868
391.42,7.2599
391.44,7.2331
391.46,7.2063
391.48,7.1795
391.5,7.1526
391.52,7.1258
391.54,7.099
391.56,7.0722
391.58,7.0454
391.6,7.0185
391.62,6.9917
391.64,6.9649
391.66,6.9381
391.68,6.9112
391.7,6.8844
391.72,6.8576
391.74,6.8308
391.76,6.8039
391.78,6.7771
391.8,6.7503
391.82,6.7235
391.84,6.6967
391.86,6.6698
391.88,6.643
391.9,6.6162
391.92,6.5894
391.94,6.5625
391.96,6.5357
391.98,6.5089
392,6.4821
392.02,6.4597
392.04,6.4374
392.06,6.415
392.08,6.3927
392.1,6.3703
392.12,6.348
392.14,6.3256
392.16,6.3033
392.18,6.2809
392.2,6.2586
392.22,6.2362
392.24,6.2139
392.26,6.1915
392.28,6.1692
392.3,6.1468
392.32,6.1244
392.34,6.1021
392.36,6.0797
392.38,6.0574
392.4,6.035
392.42,6.0127
392.44,5.9903
392.46,5.968
392.48,5.9456
392.5,5.9233
392.52,5.9009
392.54,5.8786
392.56,5.8562
392.58,5.8339
392.6,5.8115
392.62,5.7892
392.64,5.7668
392.66,5.7445
392.68,5.7221
392.7,5.6998
392.72,5.6774
392.74,5.6551
392.76,5.6327
392.78,5.6104
392.8,5.588
392.82,5.5656
392.84,5.5433
392.86,5.5209
392.88,5.4986
392.9,5.4762
392.92,5.4539
392.94,5.4315
392.96,5.4092
392.98,5.3868
393,5.3645
393.02,5.335
393.04,5.3055
393.06,5.276
393.08,5.2465
393.1,5.217
393.12,5.1875
393.14,5.1579
393.16,5.1284
393.18,5.0989
393.2,5.0694
393.22,5.0399
393.24,5.0104
393.26,4.9809
393.28,4.9514
393.3,4.9219
393.32,4.8924
393.34,4.8629
393.36,4.8334
393.38,4.8039
393.4,4.7744
393.42,4.7449
393.44,4.7154
393.46,4.6859
393.48,4.6564
393.5,4.6269
393.52,4.5974
393.54,4.5679
393.56,4.5384
393.58,4.5088
393.6,4.4793
393.62,4.4498
393.64,4.4203
393.66,4.3908
393.68,4.3613
393.7,4.3318
393.72,4.3023
393.74,4.2728
393.76,4.2433
393.78,4.2138
393.8,4.1843
393.82,4.1548
393.84,4.1253
393.86,4.0958
393.88,4.0663
393.9,4.0368
